list-none-none,1,10,1,30,103564,3452
list-none-none,1,100,1,300,107395,357
list-none-none,1,1000,1,3000,154099,51
list-none-none,1,10000,1,30000,500037,16
list-none-none,1,20000,1,60000,863018,14
list-i-none,2,1,1,6,136123,22687
list-i-none,2,2,1,12,142135,11844
list-i-none,2,4,1,24,139678,5819
list-i-none,4,1,1,12,164003,13666
list-i-none,4,4,1,48,181249,3776
list-i-none,4,8,1,96,207474,2161
list-i-none,8,1,1,24,283739,11822
list-i-none,8,2,1,48,270880,5643
list-i-none,8,4,1,96,224936,2343
list-i-none,8,8,1,192,274308,1428
list-i-none,12,1,1,36,370322,10286
list-i-none,12,2,1,72,393512,5465
list-i-none,12,4,1,144,364219,2529
list-d-none,2,1,1,6,134329,22388
list-d-none,2,2,1,12,130685,10890
list-d-none,2,4,1,24,111324,4638
list-d-none,2,8,1,48,112489,2343
list-d-none,2,16,1,96,119967,1249
list-d-none,2,32,1,192,131367,684
list-d-none,4,1,1,12,168289,14024
list-d-none,4,2,1,24,170399,7099
list-d-none,4,4,1,48,177784,3703
list-d-none,4,8,1,96,164903,1717
list-d-none,8,1,1,24,283974,11832
list-d-none,8,2,1,48,260031,5417
list-d-none,8,8,1,192,240063,1250
list-d-none,12,1,1,36,370067,10279
list-d-none,12,2,1,72,373713,5190
list-d-none,12,4,1,144,326542,2267
list-il-none,2,1,1,6,145322,24220
list-il-none,2,2,1,12,109862,9155
list-il-none,2,4,1,24,172789,7199
list-il-none,2,16,1,96,193383,2014
list-il-none,4,1,1,12,181410,15117
list-il-none,4,2,1,24,176813,7367
list-il-none,4,4,1,48,179794,3745
list-il-none,4,8,1,96,154843,1612
list-il-none,8,1,1,24,303176,12632
list-il-none,8,4,1,96,303286,3159
list-il-none,12,1,1,36,398131,11059
list-il-none,12,2,1,72,384850,5345
list-il-none,12,4,1,144,331536,2302
list-dl-none,2,1,1,6,134592,22432
list-dl-none,2,2,1,12,108864,9072
list-dl-none,2,4,1,24,404902,16870
