add-s,2,10,40,131986,3299,0
add-s,2,20,80,155413,1942,0
add-s,2,40,160,245034,1531,0
add-s,2,80,320,251316,785,0
add-s,2,100,400,243961,609,0
add-s,2,1000,4000,266248,66,0
add-s,4,10,80,235883,2948,0
add-s,4,20,160,247437,1546,0
add-s,4,40,320,236878,740,0
add-s,4,80,640,229471,358,0
add-s,4,100,800,235187,293,0
add-s,4,1000,8000,777670,97,0
add-s,8,10,160,282612,1766,0
add-s,8,20,320,265234,828,0
add-s,8,40,640,271257,423,0
add-s,8,80,1280,267024,208,0
add-s,8,100,1600,262301,163,0
add-s,8,1000,16000,3865325,241,0
add-s,12,10,240,421039,1754,0
add-s,12,20,480,374135,779,0
add-s,12,40,960,399748,416,0
add-s,12,80,1920,410206,213,0
add-s,12,100,2400,407545,169,0
add-s,12,1000,24000,8816058,367,0
add-c,1,10,20,172610,8630,0
add-c,1,20,40,218232,5455,0
add-c,1,40,80,140032,1750,0
add-c,1,80,160,171376,1071,0
add-c,1,100,200,146939,734,0
add-c,1,1000,2000,197881,98,0
add-c,1,10000,20000,535863,26,0
add-c,2,10,40,212941,5323,0
add-c,2,20,80,157379,1967,0
add-c,2,40,160,133609,835,0
add-c,2,80,320,160695,502,0
add-c,2,100,400,193409,483,0
add-c,2,1000,4000,372494,93,0
add-c,2,10000,40000,1494121,37,0
add-c,4,10,80,232993,2912,0
add-c,4,20,160,229045,1431,0
add-c,4,40,320,230024,718,0
add-c,4,80,640,200469,313,0
add-c,4,100,800,213558,266,0
add-c,4,1000,8000,598858,74,-10
add-c,4,10000,80000,6093335,76,23
add-c,8,10,160,315553,1972,0
add-c,8,20,320,316334,988,0
add-c,8,40,640,303785,474,0
add-c,8,80,1280,306481,239,0
add-c,8,100,1600,278589,174,0
add-c,8,1000,16000,1219985,76,-5
add-c,8,10000,160000,11835436,73,-16
add-c,12,10,240,394210,1642,0
add-c,12,20,480,368233,767,0
add-c,12,40,960,355903,370,0
add-c,12,80,1920,398290,207,0
add-c,12,100,2400,367990,153,0
add-c,12,1000,24000,1755140,73,9
add-c,12,10000,240000,16799389,69,6
add-yield-m,1,10,20,128046,6402,0
add-yield-m,1,20,40,145613,3640,0
add-yield-m,1,40,80,182274,2278,0
add-yield-m,1,80,160,270581,1691,0
add-yield-m,1,100,200,297752,1488,0
add-yield-m,1,1000,2000,1470393,735,0
add-yield-m,1,10000,20000,13158795,657,0
add-yield-m,2,10,40,189664,4741,0
add-yield-m,2,20,80,231871,2898,0
add-yield-m,2,40,160,316008,1975,0
add-yield-m,2,80,320,365506,1142,0
add-yield-m,2,100,400,526701,1316,0
add-yield-m,2,1000,4000,4899491,1224,0
add-yield-m,2,10000,40000,40954204,1023,0
add-yield-m,4,10,80,222945,2786,0
add-yield-m,4,20,160,426125,2663,0
add-yield-m,4,40,320,542414,1695,0
add-yield-m,4,80,640,941747,1471,0
add-yield-m,4,100,800,1191777,1489,0
add-yield-m,4,1000,8000,10889975,1361,0
add-yield-m,4,10000,80000,107796215,1347,0
add-yield-m,8,10,160,464129,2900,0
add-yield-m,8,20,320,628697,1964,0
add-yield-m,8,40,640,1151884,1799,0
add-yield-m,8,80,1280,2164211,1690,0
add-yield-m,8,100,1600,2471771,1544,0
add-yield-m,8,1000,16000,22880141,1430,0
add-yield-m,8,10000,160000,229219419,1432,0
add-yield-m,12,10,240,578339,2409,0
add-yield-m,12,20,480,949254,1977,0
add-yield-m,12,40,960,1672499,1742,0
add-yield-m,12,80,1920,3064640,1596,0
add-yield-m,12,100,2400,4099389,1708,0
add-yield-m,12,1000,24000,35829640,1492,0
add-yield-m,12,10000,240000,364785912,1519,0
add-yield-s,1,10,20,128305,6415,0
add-yield-s,1,20,40,153261,3831,0
add-yield-s,1,40,80,167316,2091,0
add-yield-s,1,80,160,245979,1537,0
add-yield-s,1,100,200,256520,1282,0
add-yield-s,1,1000,2000,1418652,709,0
add-yield-s,2,10,40,177766,4444,0
add-yield-s,2,20,80,203246,2540,0
add-yield-s,2,40,160,258565,1616,0
add-yield-s,2,80,320,386646,1208,0
add-yield-s,2,100,400,458303,1145,0
add-yield-s,2,1000,4000,3060082,765,0
add-yield-s,4,10,80,243878,3048,0
add-yield-s,4,20,160,249236,1557,0
add-yield-s,4,40,320,423683,1324,0
add-yield-s,4,80,640,809084,1264,0
add-yield-s,4,100,800,1113795,1392,0
add-yield-s,4,1000,8000,8158800,1019,0
add-yield-s,8,10,160,319217,1995,0
add-yield-s,8,20,320,513494,1604,0
add-yield-s,8,40,640,1001163,1564,0
add-yield-s,8,80,1280,2066765,1614,0
add-yield-s,8,100,1600,2254719,1409,0
add-yield-s,8,1000,16000,20145890,1259,0
add-yield-s,12,10,240,425889,1774,0
add-yield-s,12,20,480,1038874,2164,0
add-yield-s,12,40,960,1717321,1788,0
add-yield-s,12,80,1920,3587844,1868,0
add-yield-s,12,100,2400,3844518,1601,0
add-yield-s,12,1000,24000,43641821,1818,0
add-yield-c,1,10,20,140507,7025,0
add-yield-c,1,20,40,145603,3640,0
add-yield-c,1,40,80,148571,1857,0
add-yield-c,1,80,160,145879,911,0
add-yield-c,1,100,200,148359,741,0
add-yield-c,1,1000,2000,176697,88,0
add-yield-c,1,10000,20000,483957,24,0
add-yield-c,2,10,40,175477,4386,0
add-yield-c,2,20,80,175506,2193,0
add-yield-c,2,40,160,172861,1080,0
add-yield-c,2,80,320,174741,546,0
add-yield-c,2,100,400,172834,432,0
add-yield-c,2,1000,4000,342493,85,0
add-yield-c,2,10000,40000,1673462,41,0
add-yield-c,4,10,80,183138,2289,0
add-yield-c,4,20,160,192984,1206,0
add-yield-c,4,40,320,229968,718,0
add-yield-c,4,80,640,231524,361,0
add-yield-c,4,100,800,219873,274,0
add-yield-c,4,1000,8000,544140,68,-1
add-yield-c,4,10000,80000,7720649,96,2
add-yield-c,8,10,160,311794,1948,0
add-yield-c,8,20,320,250917,784,0
add-yield-c,8,40,640,271557,424,0
add-yield-c,8,80,1280,293893,229,0
add-yield-c,8,100,1600,291937,182,0
add-yield-c,8,1000,16000,1144981,71,-9
add-yield-c,8,10000,160000,11547676,72,-20
add-yield-c,12,10,240,391248,1630,0
add-yield-c,12,20,480,381490,794,0
add-yield-c,12,40,960,400839,417,0
add-yield-c,12,80,1920,486156,253,0
add-yield-c,12,100,2400,396901,165,0
add-yield-c,12,1000,24000,1782045,74,0
add-yield-c,12,10000,240000,16880092,70,-18
